"","Rank","Track","Artist","Streams","Date"
"1766",166,"Yang Terdalam","Peterpan",33620,2021-03-04
"1767",167,"death bed (coffee for your head)","Powfu, beabadoobee",33367,2021-03-04
"1768",168,"Tukar Jiwa","Tulus",33361,2021-03-04
"1769",169,"Fana Merah Jambu","Fourtwnty",33259,2021-03-04
"1770",170,"Indah Pada Waktunya","Rizky Febian, Aisyah Aziz",33166,2021-03-04
"1771",171,"Jangan Rubah Takdirku","Andmesh",33109,2021-03-04
"1772",172,"Blinding Lights","The Weeknd",33052,2021-03-04
"1773",173,"Remaja","Hivi!",32814,2021-03-04
"1774",174,"Jikalau Kau Cinta","Judika",32331,2021-03-04
"1775",175,"When You Love Someone","Endah N Rhesa",32281,2021-03-04
"1776",176,"Kenangan Terindah","SAMSONS",32270,2021-03-04
"1777",177,"Pilu Membiru","Kunto Aji",32210,2021-03-04
"1778",178,"Blue & Grey","BTS",32009,2021-03-04
"1779",179,"Bentuk Cinta","Eclat Story",32003,2021-03-04
"1780",180,"cigarettes of ours","Ardhito Pramono",31976,2021-03-04
"1781",181,"Too Good At Goodbyes","Sam Smith",31906,2021-03-04
"1782",182,"Nyaman","Andmesh",31901,2021-03-04
"1783",183,"Tanya","Dere",31758,2021-03-04
"1784",184,"If the World Was Ending - feat. Julia Michaels","JP Saxe",31719,2021-03-04
"1785",185,"Soulmate","Kahitna",31641,2021-03-04
"1786",186,"Takkan Terganti","Marcell",31503,2021-03-04
"1787",187,"Holy (feat. Chance The Rapper)","Justin Bieber",31396,2021-03-04
"1788",188,"You Are The Reason","Calum Scott",31280,2021-03-04
"1789",189,"Without Me","Halsey",31276,2021-03-04
"1790",190,"Just the Way You Are","Bruno Mars",31230,2021-03-04
"1791",191,"Señorita","Shawn Mendes, Camila Cabello",31226,2021-03-04
"1792",192,"It Will Rain","Bruno Mars",30955,2021-03-04
"1793",193,"Serta Mulia","Sal Priadi",30934,2021-03-04
"1794",194,"Tanpa Kekasihku","Agnes Monica",30834,2021-03-04
"1795",195,"Play Date","Melanie Martinez",30768,2021-03-04
"1796",196,"Hitam Putih","Fourtwnty",30599,2021-03-04
"1797",197,"say i'm sorry","Afgan",30569,2021-03-04
"1798",198,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit","SHAUN",30560,2021-03-04
"1799",199,"Zona Nyaman (From ""Filosofi Kopi 2: Ben & Jody"")","Fourtwnty",30370,2021-03-04
"1800",200,"Mine","Petra Sihombing, Ben Sihombing",30331,2021-03-04
"1801",1,"To the Bone","Pamungkas",490337,2021-03-11
"1802",2,"Heartbreak Anniversary","Giveon",323065,2021-03-11
"1803",3,"Blue Jeans","GANGGA",289770,2021-03-11
"1804",4,"Bertaut","Nadin Amizah",257258,2021-03-11
"1805",5,"At My Worst","Pink Sweat$",238319,2021-03-11
"1806",6,"Melukis Senja","Budi Doremi",208577,2021-03-11
"1807",7,"drivers license","Olivia Rodrigo",190066,2021-03-11
"1808",8,"Weak","Larissa Lambert",179928,2021-03-11
"1809",9,"Putus Atau Terus","Judika",175050,2021-03-11
"1810",10,"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",164844,2021-03-11
"1811",11,"Yours","Raiden, CHANYEOL, LeeHi, CHANGMO",155822,2021-03-11
"1812",12,"happy","Skinnyfabs",154178,2021-03-11
"1813",13,"Mungkin Hari Ini Esok Atau Nanti","Anneth",150036,2021-03-11
"1814",14,"I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",141957,2021-03-11
"1815",15,"Hold On","Justin Bieber",139557,2021-03-11
"1816",16,"Snowman","Sia",136652,2021-03-11
"1817",17,"One Only","Pamungkas",133502,2021-03-11
"1818",18,"Kota","Dere",128264,2021-03-11
"1819",19,"Heather","Conan Gray",128071,2021-03-11
"1820",20,"Kenangan Manis","Pamungkas",122171,2021-03-11
"1821",21,"Katakan Saja","Khifnu",119269,2021-03-11
"1822",22,"Monolog","Pamungkas",116786,2021-03-11
"1823",23,"Hurts So Good","Astrid S",111588,2021-03-11
"1824",24,"Lantas","Juicy Luicy",110229,2021-03-11
"1825",25,"Makna Cinta","Rizky Febian",107572,2021-03-11
"1826",26,"Dynamite","BTS",106701,2021-03-11
"1827",27,"I Love You but I'm Letting Go","Pamungkas",106505,2021-03-11
"1828",28,"Rumah Ke Rumah","Hindia",104162,2021-03-11
"1829",29,"34+35","Ariana Grande",102586,2021-03-11
"1830",30,"Cuek","Rizky Febian",101760,2021-03-11
"1831",31,"Maafkan Aku #terlanjurmencinta","Tiara Andini",100325,2021-03-11
"1832",32,"Lose","NIKI",100166,2021-03-11
"1833",33,"positions","Ariana Grande",98370,2021-03-11
"1834",34,"Into Your Arms (feat. Ava Max)","Witt Lowry",95864,2021-03-11
"1835",35,"Bahasa Kalbu","Raisa, Andi Rianto",95077,2021-03-11
"1836",36,"Before You Go","Lewis Capaldi",93986,2021-03-11
"1837",37,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",93023,2021-03-11
"1838",38,"C.H.R.I.S.Y.E.","Diskoria, Laleilmanino, Eva Celia",91886,2021-03-11
"1839",39,"Resah Jadi Luka","Daun Jatuh",91259,2021-03-11
"1840",40,"I'm Missing You","Sunjae",90986,2021-03-11
"1841",41,"Stuck with U (with Justin Bieber)","Ariana Grande",90041,2021-03-11
"1842",42,"Life Goes On","BTS",88284,2021-03-11
"1843",43,"Kukira Kau Rumah","Amigdala",81713,2021-03-11
"1844",44,"Tanpa Batas Waktu - 8D Version","Ade Govinda, Fadly",80799,2021-03-11
"1845",45,"Mood (feat. iann dior)","24kGoldn",78860,2021-03-11
"1846",46,"Good Days","SZA",78351,2021-03-11
"1847",47,"Cinta Dalam Hati","Ungu",78166,2021-03-11
"1848",48,"Copines","Aya Nakamura",78020,2021-03-11
"1849",49,"Sofia","Clairo",77561,2021-03-11
"1850",50,"Secukupnya","Hindia",77284,2021-03-11
"1851",51,"telepatía","Kali Uchis",74332,2021-03-11
"1852",52,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",67842,2021-03-11
"1853",53,"Aku Yang Salah","Mahalini, Nuca",64684,2021-03-11
"1854",54,"Someone You Loved","Lewis Capaldi",63996,2021-03-11
"1855",55,"if u could see me cryin' in my room","Arash Buana, raissa anggiani",63063,2021-03-11
"1856",56,"I Still Love You","TheOvertunes",62871,2021-03-11
"1857",57,"Sesuatu Di Jogja","Adhitia Sofyan",62187,2021-03-11
"1858",58,"Pura Pura Lupa","Mahen",61773,2021-03-11
"1859",59,"Lonely (with benny blanco)","Justin Bieber",61014,2021-03-11
"1860",60,"Closure","Pamungkas",59493,2021-03-11
"1861",61,"Waktu Yang Salah","Fiersa Besari, Thantri Sundari",58234,2021-03-11
"1862",62,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",55767,2021-03-11
"1863",63,"Somebody That I Used To Know","Gotye, Kimbra",55130,2021-03-11
"1864",64,"bitterlove","Ardhito Pramono",54855,2021-03-11
"1865",65,"lowkey","NIKI",54116,2021-03-11
"1866",66,"you broke me first","Tate McRae",54044,2021-03-11
"1867",67,"La La Lost You - Acoustic Version","NIKI, 88rising",52673,2021-03-11
"1868",68,"Kau Lagi","Celine & Nadya",52531,2021-03-11
"1869",69,"Reflection - From ""Mulan""","Yura Yunita, SIVIA, Agatha Pricilla, Nadin Amizah",51110,2021-03-11
"1870",70,"Ku Dengannya Kau Dengan Dia","Afgan",50673,2021-03-11
"1871",71,"Night Changes","One Direction",48624,2021-03-11
"1872",72,"Memories","Maroon 5",48225,2021-03-11
"1873",73,"Seperti Kisah","Rizky Febian",48152,2021-03-11
"1874",74,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",47641,2021-03-11
"1875",75,"Sorry","Pamungkas",47451,2021-03-11
"1876",76,"Mantra Cinta","Rizky Febian",47072,2021-03-11
"1877",77,"You Got It","Vedo",45980,2021-03-11
"1878",78,"Astronaut In The Ocean","Masked Wolf",45725,2021-03-11
"1879",79,"Lovesick Girls","BLACKPINK",45316,2021-03-11
"1880",80,"Garis Terdepan","Fiersa Besari",45184,2021-03-11
"1881",81,"Tanpa Tergesa","Juicy Luicy",45124,2021-03-11
"1882",82,"Arcade","Duncan Laurence",45009,2021-03-11
"1883",83,"Save Your Tears","The Weeknd",44469,2021-03-11
"1884",84,"Cintanya Aku","Tiara Andini, Arsy Widianto",44036,2021-03-11
"1885",85,"Sweet Scar","Weird Genius, Prince Husein, Eka Gustiwana, Reza Oktovian, Billy Taner",43944,2021-03-11
"1886",86,"Selaras","Kunto Aji, Nadin Amizah",43931,2021-03-11
"1887",87,"Terlalu Cinta","Rossa",43920,2021-03-11
"1888",88,"Psycho","Red Velvet",43673,2021-03-11
"1889",89,"Rehat","Kunto Aji",43664,2021-03-11
"1890",90,"Don't Watch Me Cry","Alex Porat",43662,2021-03-11
"1891",91,"Adu Rayu","Yovie Widianto, Tulus, Glenn Fredly",43251,2021-03-11
"1892",92,"I Love You 3000","Stephanie Poetri",42816,2021-03-11
"1893",93,"How You Like That","BLACKPINK",42615,2021-03-11
"1894",94,"Runaway","AURORA",42421,2021-03-11
"1895",95,"2002","Anne-Marie",42159,2021-03-11
"1896",96,"Kamu dan Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",41012,2021-03-11
"1897",97,"Tolong","Budi Doremi",40898,2021-03-11
"1898",98,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",40685,2021-03-11
"1899",99,"LATHI (with Sara Fajira)","Weird Genius",40475,2021-03-11
"1900",100,"Tanya Hati","Pasto",40427,2021-03-11
"1901",101,"Boy With Luv (feat. Halsey)","BTS",40300,2021-03-11
"1902",102,"Dan...","Sheila On 7",40031,2021-03-11
"1903",103,"Celengan Rindu","Fiersa Besari",39636,2021-03-11
"1904",104,"Mad at Disney","salem ilese",39607,2021-03-11
"1905",105,"Luka Yang Kurindu","Mahen",39185,2021-03-11
"1906",106,"Adaptasi","Tulus",39048,2021-03-11
"1907",107,"What You Know Bout Love","Pop Smoke",38814,2021-03-11
"1908",108,"Bicara (feat. Monita Tahalea)","TheOvertunes",38654,2021-03-11
"1909",109,"Monokrom","Tulus",38581,2021-03-11
"1910",110,"Say You Won't Let Go","James Arthur",38313,2021-03-11
"1911",111,"comethru","Jeremy Zucker",38207,2021-03-11
"1912",112,"10,000 Hours (with Justin Bieber)","Dan + Shay",38139,2021-03-11
"1913",113,"Ice Cream (with Selena Gomez)","BLACKPINK",38122,2021-03-11
"1914",114,"Best Part (feat. Daniel Caesar)","H.E.R.",38068,2021-03-11
"1915",115,"Rindu Dalam Hati","Arsy Widianto, Brisia Jodie",37999,2021-03-11
"1916",116,"Selamat (Selamat Tinggal)","Virgoun, Audy",37942,2021-03-11
"1917",117,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685, Jason Derulo",37615,2021-03-11
"1918",118,"Kala Cinta Menggoda","Noah",37461,2021-03-11
"1919",119,"Fix You","Coldplay",37458,2021-03-11
"1920",120,"Sedang Sayang Sayangnya","Mawar de Jongh",37043,2021-03-11
"1921",121,"Di Persimpangan Dilema","Terry",36975,2021-03-11
"1922",122,"Manusia Bodoh","Ada Band",36754,2021-03-11
"1923",123,"Kangen","Dewa 19",36649,2021-03-11
"1924",124,"Fine","TAEYEON",36495,2021-03-11
"1925",125,"Fly Me to the Moon","The Macarons Project",36320,2021-03-11
"1926",126,"Belum Siap Kehilangan","Stevan Pasaribu",36224,2021-03-11
"1927",127,"April","Fiersa Besari",36140,2021-03-11
"1928",128,"Rumpang","Nadin Amizah",35973,2021-03-11
"1929",129,"Intentions (feat. Quavo)","Justin Bieber",35877,2021-03-11
"1930",130,"Pretty Savage","BLACKPINK",35585,2021-03-11
"1931",131,"Hal Indah Butuh Waktu Untuk Datang","Idgitaf",35493,2021-03-11
"1932",132,"Girl In The Mirror","Sophia Grace, Silento",35322,2021-03-11
"1933",133,"Langit Abu-Abu","Tulus",35280,2021-03-11
"1934",134,"Line Without a Hook","Ricky Montgomery",35206,2021-03-11
"1935",135,"Don't Call Me","SHINee",35062,2021-03-11
"1936",136,"Sorai","Nadin Amizah",35012,2021-03-11
"1937",137,"Dandelions","Ruth B.",34896,2021-03-11
"1938",138,"Black Mamba","aespa",34590,2021-03-11
"1939",139,"Day & Night","Jung Seung Hwan",34430,2021-03-11
"1940",140,"Halu","FePutri",33565,2021-03-11
"1941",141,"Pelangi","Hivi!",33494,2021-03-11
"1942",142,"Why Why Why","iKON",33293,2021-03-11
"1943",143,"Starlight","CHA NI (SF9)",33162,2021-03-11
"1944",144,"Tukar Jiwa","Tulus",32967,2021-03-11
"1945",145,"Strawberries & Cigarettes","Troye Sivan",32863,2021-03-11
"1946",146,"Cinta Luar Biasa","Andmesh",32855,2021-03-11
"1947",147,"Anyone","Justin Bieber",32719,2021-03-11
"1948",148,"Lebih Dari Egoku","Mawar de Jongh",32717,2021-03-11
"1949",149,"Lara","Dialog Senja",32511,2021-03-11
"1950",150,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)","MAX",32505,2021-03-11
"1951",151,"Blueberry Eyes (feat. SUGA of BTS)","MAX",32353,2021-03-11
"1952",152,"willow","Taylor Swift",32291,2021-03-11
"1953",153,"Membasuh","Hindia, Rara Sekar",32241,2021-03-11
"1954",154,"We're Good","Dua Lipa",32198,2021-03-11
"1955",155,"I Like Me Better","Lauv",32081,2021-03-11
"1956",156,"Yang Terdalam","Peterpan",31998,2021-03-11
"1957",157,"You","Ten2Five",31981,2021-03-11
"1958",158,"Kenangan Terindah","SAMSONS",31935,2021-03-11
"1959",159,"Best Friend","Rex Orange County",31913,2021-03-11
"1960",160,"Aku Yang Salah","Elmatu",31906,2021-03-11
"1961",161,"Just the Way You Are","Bruno Mars",31754,2021-03-11
"1962",162,"cigarettes of ours","Ardhito Pramono",31722,2021-03-11
"1963",163,"Fana Merah Jambu","Fourtwnty",31660,2021-03-11
"1964",164,"Rayu","Marion Jola, Laleilmanino",31514,2021-03-11
"1965",165,"Ruang Rindu","Letto",31495,2021-03-11
"1966",166,"Seandainya","Vierra",31309,2021-03-11
"1967",167,"Januari","Glenn Fredly",31275,2021-03-11
"1968",168,"Cinta Dan Rahasia","Yura Yunita, Glenn Fredly",31113,2021-03-11
"1969",169,"It's You","Ali Gatie",30820,2021-03-11
"1970",170,"Perlahan","Guyon Waton",30710,2021-03-11
"1971",171,"Make A Wish (Birthday Song)","NCT U",30525,2021-03-11
"1972",172,"Jangan Rubah Takdirku","Andmesh",30444,2021-03-11
"1973",173,"lovely (with Khalid)","Billie Eilish",30414,2021-03-11
"1974",174,"Bahaya","Arsy Widianto, Tiara Andini",30349,2021-03-11
"1975",175,"Serta Mulia","Sal Priadi",30163,2021-03-11
"1976",176,"Tanya","Dere",30109,2021-03-11
"1977",177,"death bed (coffee for your head)","Powfu, beabadoobee",29932,2021-03-11
"1978",178,"Sedih Tak Berujung","Glenn Fredly",29876,2021-03-11
"1979",179,"Hitam Putih","Fourtwnty",29838,2021-03-11
"1980",180,"Remaja","Hivi!",29807,2021-03-11
"1981",181,"Mine","Petra Sihombing, Ben Sihombing",29753,2021-03-11
"1982",182,"Pilu Membiru","Kunto Aji",29666,2021-03-11
"1983",183,"When You Love Someone","Endah N Rhesa",29617,2021-03-11
"1984",184,"Sekali Ini Saja","Glenn Fredly",29604,2021-03-11
"1985",185,"Not With Me","Bondan Prakoso, Fade2Black",29516,2021-03-11
"1986",186,"I CAN'T STOP ME","TWICE",29340,2021-03-11
"1987",187,"Holy (feat. Chance The Rapper)","Justin Bieber",29254,2021-03-11
"1988",188,"You Are The Reason","Calum Scott",29216,2021-03-11
"1989",189,"Indah Pada Waktunya","Rizky Febian, Aisyah Aziz",29146,2021-03-11
"1990",190,"Hampa","Ari Lasso",29139,2021-03-11
"1991",191,"Blinding Lights","The Weeknd",29130,2021-03-11
"1992",192,"gimme gimme","NCT 127",29046,2021-03-11
"1993",193,"One Only - Acoustic","Pamungkas",28988,2021-03-11
"1994",194,"Too Good At Goodbyes","Sam Smith",28692,2021-03-11
"1995",195,"It Will Rain","Bruno Mars",28595,2021-03-11
"1996",196,"Jikalau Kau Cinta","Judika",28510,2021-03-11
"1997",197,"Cinta (feat. Krisdayanti)","Melly Goeslaw",28446,2021-03-11
"1998",198,"Kartonyono Medot Janji","Denny Caknan",28164,2021-03-11
"1999",199,"Location Unknown <U+25D0> (feat. BEKA) - Brooklyn Session","HONNE",28119,2021-03-11
"2000",200,"When I Was Your Man","Bruno Mars",28118,2021-03-11
"2001",1,"To the Bone","Pamungkas",729481,2021-03-18
"2002",2,"Heartbreak Anniversary","Giveon",316111,2021-03-18
"2003",3,"Blue Jeans","GANGGA",312322,2021-03-18
"2004",4,"On The Ground","ROSÉ",299194,2021-03-18
"2005",5,"Bertaut","Nadin Amizah",275171,2021-03-18
"2006",6,"At My Worst","Pink Sweat$",233185,2021-03-18
"2007",7,"Melukis Senja","Budi Doremi",211080,2021-03-18
"2008",8,"Gone","ROSÉ",206619,2021-03-18
"2009",9,"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",201636,2021-03-18
"2010",10,"drivers license","Olivia Rodrigo",187877,2021-03-18
"2011",11,"Putus Atau Terus","Judika",186278,2021-03-18
"2012",12,"Weak","Larissa Lambert",181062,2021-03-18
"2013",13,"happy","Skinnyfabs",166701,2021-03-18
"2014",14,"One Only","Pamungkas",160871,2021-03-18
"2015",15,"Yours","Raiden, CHANYEOL, LeeHi, CHANGMO",153122,2021-03-18
"2016",16,"Mungkin Hari Ini Esok Atau Nanti","Anneth",152424,2021-03-18
"2017",17,"I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",146809,2021-03-18
"2018",18,"Kenangan Manis","Pamungkas",144736,2021-03-18
"2019",19,"Hold On","Justin Bieber",142798,2021-03-18
"2020",20,"Snowman","Sia",134746,2021-03-18
"2021",21,"Kota","Dere",134169,2021-03-18
"2022",22,"Heather","Conan Gray",134110,2021-03-18
"2023",23,"Monolog","Pamungkas",131439,2021-03-18
"2024",24,"I Love You but I'm Letting Go","Pamungkas",123705,2021-03-18
"2025",25,"Katakan Saja","Khifnu",118201,2021-03-18
"2026",26,"Celebrity","IU",117744,2021-03-18
"2027",27,"Lantas","Juicy Luicy",117458,2021-03-18
"2028",28,"Makna Cinta","Rizky Febian",110384,2021-03-18
"2029",29,"I'm Missing You","Sunjae",108435,2021-03-18
"2030",30,"Dynamite","BTS",107756,2021-03-18
"2031",31,"Rumah Ke Rumah","Hindia",106997,2021-03-18
"2032",32,"Cuek","Rizky Febian",105257,2021-03-18
"2033",33,"Lose","NIKI",105050,2021-03-18
"2034",34,"34+35","Ariana Grande",104953,2021-03-18
"2035",35,"Maafkan Aku #terlanjurmencinta","Tiara Andini",102998,2021-03-18
"2036",36,"Bahasa Kalbu","Raisa, Andi Rianto",102140,2021-03-18
"2037",37,"Hurts So Good","Astrid S",101506,2021-03-18
"2038",38,"positions","Ariana Grande",99825,2021-03-18
"2039",39,"Before You Go","Lewis Capaldi",97813,2021-03-18
"2040",40,"Into Your Arms (feat. Ava Max)","Witt Lowry",96954,2021-03-18
"2041",41,"C.H.R.I.S.Y.E.","Diskoria, Laleilmanino, Eva Celia",96584,2021-03-18
"2042",42,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",95270,2021-03-18
"2043",43,"Life Goes On","BTS",92958,2021-03-18
"2044",44,"Resah Jadi Luka","Daun Jatuh",92605,2021-03-18
"2045",45,"Stuck with U (with Justin Bieber)","Ariana Grande",92028,2021-03-18
"2046",46,"Belum Siap Kehilangan","Stevan Pasaribu",90641,2021-03-18
"2047",47,"Kukira Kau Rumah","Amigdala",83707,2021-03-18
"2048",48,"Copines","Aya Nakamura",82456,2021-03-18
"2049",49,"Tanpa Batas Waktu - 8D Version","Ade Govinda, Fadly",82126,2021-03-18
"2050",50,"Mood (feat. iann dior)","24kGoldn",81978,2021-03-18
"2051",51,"Sofia","Clairo",74200,2021-03-18
"2052",52,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",71341,2021-03-18
"2053",53,"Secukupnya","Hindia",71034,2021-03-18
"2054",54,"I Still Love You","TheOvertunes",69865,2021-03-18
"2055",55,"telepatía","Kali Uchis",69761,2021-03-18
"2056",56,"Good Days","SZA",69441,2021-03-18
"2057",57,"Closure","Pamungkas",68160,2021-03-18
"2058",58,"if u could see me cryin' in my room","Arash Buana, raissa anggiani",67384,2021-03-18
"2059",59,"Lonely (with benny blanco)","Justin Bieber",67086,2021-03-18
"2060",60,"Pura Pura Lupa","Mahen",65623,2021-03-18
"2061",61,"Someone You Loved","Lewis Capaldi",65411,2021-03-18
"2062",62,"Aku Yang Salah","Mahalini, Nuca",65368,2021-03-18
"2063",63,"Cinta Dalam Hati","Ungu",64730,2021-03-18
"2064",64,"Sesuatu Di Jogja","Adhitia Sofyan",64506,2021-03-18
"2065",65,"Waktu Yang Salah","Fiersa Besari, Thantri Sundari",63627,2021-03-18
"2066",66,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",60873,2021-03-18
"2067",67,"Astronaut In The Ocean","Masked Wolf",60768,2021-03-18
"2068",68,"Somebody That I Used To Know","Gotye, Kimbra",60041,2021-03-18
"2069",69,"bitterlove","Ardhito Pramono",58534,2021-03-18
"2070",70,"lowkey","NIKI",58309,2021-03-18
"2071",71,"Sorry","Pamungkas",55938,2021-03-18
"2072",72,"La La Lost You - Acoustic Version","NIKI, 88rising",54984,2021-03-18
"2073",73,"Seperti Kisah","Rizky Febian",54944,2021-03-18
"2074",74,"Night Changes","One Direction",54582,2021-03-18
"2075",75,"Reflection - From ""Mulan""","Yura Yunita, SIVIA, Agatha Pricilla, Nadin Amizah",53213,2021-03-18
"2076",76,"Tanpa Tergesa","Juicy Luicy",52409,2021-03-18
"2077",77,"Kau Lagi","Celine & Nadya",52097,2021-03-18
"2078",78,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",51191,2021-03-18
"2079",79,"you broke me first","Tate McRae",51082,2021-03-18
"2080",80,"Arcade","Duncan Laurence",49709,2021-03-18
"2081",81,"Ku Dengannya Kau Dengan Dia","Afgan",49163,2021-03-18
"2082",82,"Sweet Scar","Weird Genius, Prince Husein, Eka Gustiwana, Reza Oktovian, Billy Taner",48750,2021-03-18
"2083",83,"Memories","Maroon 5",48741,2021-03-18
"2084",84,"I Love You 3000","Stephanie Poetri",48434,2021-03-18
"2085",85,"Runaway","AURORA",48405,2021-03-18
"2086",86,"Terlalu Cinta","Rossa",47780,2021-03-18
"2087",87,"Lovesick Girls","BLACKPINK",47666,2021-03-18
"2088",88,"You Got It","Vedo",47664,2021-03-18
"2089",89,"Garis Terdepan","Fiersa Besari",47537,2021-03-18
"2090",90,"Rehat","Kunto Aji",46457,2021-03-18
"2091",91,"Don't Watch Me Cry","Alex Porat",46373,2021-03-18
"2092",92,"Mantra Cinta","Rizky Febian",46349,2021-03-18
"2093",93,"Adu Rayu","Yovie Widianto, Tulus, Glenn Fredly",45989,2021-03-18
"2094",94,"2002","Anne-Marie",45981,2021-03-18
"2095",95,"Save Your Tears","The Weeknd",45575,2021-03-18
"2096",96,"Tanya Hati","Pasto",44845,2021-03-18
"2097",97,"Psycho","Red Velvet",44654,2021-03-18
"2098",98,"Kamu dan Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",44189,2021-03-18
"2099",99,"LATHI (with Sara Fajira)","Weird Genius",43818,2021-03-18
"2100",100,"How You Like That","BLACKPINK",43650,2021-03-18
"2101",101,"Dandelions","Ruth B.",42388,2021-03-18
"2102",102,"Boy With Luv (feat. Halsey)","BTS",42385,2021-03-18
"2103",103,"Say You Won't Let Go","James Arthur",42044,2021-03-18
"2104",104,"Luka Yang Kurindu","Mahen",41845,2021-03-18
"2105",105,"Celengan Rindu","Fiersa Besari",41492,2021-03-18
"2106",106,"Tolong","Budi Doremi",41396,2021-03-18
"2107",107,"Adaptasi","Tulus",41390,2021-03-18
"2108",108,"Sedang Sayang Sayangnya","Mawar de Jongh",41278,2021-03-18
"2109",109,"Best Part (feat. Daniel Caesar)","H.E.R.",41269,2021-03-18
"2110",110,"Selaras","Kunto Aji, Nadin Amizah",41249,2021-03-18
"2111",111,"Bicara (feat. Monita Tahalea)","TheOvertunes",41216,2021-03-18
"2112",112,"comethru","Jeremy Zucker",41185,2021-03-18
"2113",113,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41167,2021-03-18
"2114",114,"Monokrom","Tulus",41121,2021-03-18
"2115",115,"Selamat (Selamat Tinggal)","Virgoun, Audy",41048,2021-03-18
"2116",116,"Dan...","Sheila On 7",40976,2021-03-18
"2117",117,"10,000 Hours (with Justin Bieber)","Dan + Shay",40563,2021-03-18
"2118",118,"Mad at Disney","salem ilese",40224,2021-03-18
"2119",119,"eight(Prod.&Feat. SUGA of BTS)","IU",40176,2021-03-18
"2120",120,"Bad Liar","Imagine Dragons",40049,2021-03-18
"2121",121,"What You Know Bout Love","Pop Smoke",39965,2021-03-18
"2122",122,"Rindu Dalam Hati","Arsy Widianto, Brisia Jodie",39670,2021-03-18
"2123",123,"Kangen","Dewa 19",39402,2021-03-18
"2124",124,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685, Jason Derulo",39374,2021-03-18
"2125",125,"Line Without a Hook","Ricky Montgomery",38969,2021-03-18
"2126",126,"Day & Night","Jung Seung Hwan",38920,2021-03-18
"2127",127,"Girl In The Mirror","Sophia Grace, Silento",38736,2021-03-18
"2128",128,"We're Good","Dua Lipa",38396,2021-03-18
"2129",129,"April","Fiersa Besari",38363,2021-03-18
"2130",130,"Fly Me to the Moon","The Macarons Project",38298,2021-03-18
"2131",131,"Di Persimpangan Dilema","Terry",37993,2021-03-18
"2132",132,"Ice Cream (with Selena Gomez)","BLACKPINK",37865,2021-03-18
"2133",133,"Manusia Bodoh","Ada Band",37828,2021-03-18
"2134",134,"Kala Cinta Menggoda","Noah",37662,2021-03-18
"2135",135,"Fine","TAEYEON",37552,2021-03-18
"2136",136,"Intentions (feat. Quavo)","Justin Bieber",37515,2021-03-18
"2137",137,"Fix You","Coldplay",37358,2021-03-18
"2138",138,"Rumpang","Nadin Amizah",37269,2021-03-18
"2139",139,"Best Friend","Rex Orange County",37229,2021-03-18
"2140",140,"Strawberries & Cigarettes","Troye Sivan",36912,2021-03-18
"2141",141,"Jangan Rubah Takdirku","Andmesh",36845,2021-03-18
"2142",142,"Cinta Luar Biasa","Andmesh",36290,2021-03-18
"2143",143,"Pretty Savage","BLACKPINK",35895,2021-03-18
"2144",144,"Langit Abu-Abu","Tulus",35853,2021-03-18
"2145",145,"Sorai","Nadin Amizah",35852,2021-03-18
"2146",146,"Rayu","Marion Jola, Laleilmanino",35659,2021-03-18
"2147",147,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)","MAX",35520,2021-03-18
"2148",148,"Hal Indah Butuh Waktu Untuk Datang","Idgitaf",35079,2021-03-18
"2149",149,"Pelangi","Hivi!",35037,2021-03-18
"2150",150,"Black Mamba","aespa",34968,2021-03-18
"2151",151,"Halu","FePutri",34881,2021-03-18
"2152",152,"I Like Me Better","Lauv",34741,2021-03-18
"2153",153,"Lebih Dari Egoku","Mawar de Jongh",34666,2021-03-18
"2154",154,"Tukar Jiwa","Tulus",34653,2021-03-18
"2155",155,"Cintanya Aku","Tiara Andini, Arsy Widianto",34584,2021-03-18
